date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,days_since,time_weight,importance_weight,weight
2016-01-03,India,Afghanistan,2.0,1.0,SAFF Cup,Thiruvananthapuram,India,False,3822,0.05484511166052654,0.65,0.03564932257934225
2016-01-06,Rwanda,Cameroon,1.0,1.0,Friendly,Gisenyi,Rwanda,False,3819,0.05497023741392761,0.15,0.008245535612089142
2016-01-06,Sweden,Estonia,1.0,1.0,Friendly,Abu Dhabi,United Arab Emirates,True,3819,0.05497023741392761,0.15,0.008245535612089142
2016-01-08,Bangladesh,Sri Lanka,4.0,2.0,Friendly,Jessore,Bangladesh,False,3817,0.05505381313531258,0.15,0.008258071970296887
2016-01-08,Trinidad and Tobago,Haiti,0.0,1.0,Copa América qualification,Panama City,Panama,True,3817,0.05505381313531258,0.65,0.03578497853795318
2016-01-08,Panama,Cuba,4.0,0.0,Copa América qualification,Panama City,Panama,False,3817,0.05505381313531258,0.65,0.03578497853795318
2016-01-10,Rwanda,DR Congo,1.0,0.0,Friendly,Gisenyi,Rwanda,False,3815,0.05513751592366205,0.15,0.008270627388549306
2016-01-10,Sweden,Finland,3.0,0.0,Friendly,Abu Dhabi,United Arab Emirates,True,3815,0.05513751592366205,0.15,0.008270627388549306
2016-01-11,Maldives,Cambodia,3.0,2.0,Friendly,Jessore,Bangladesh,True,3814,0.05517941502830893,0.15,0.008276912254246338
2016-01-13,Finland,Iceland,0.0,1.0,Friendly,Abu Dhabi,United Arab Emirates,True,3812,0.05526330877942859,0.15,0.008289496316914289
2016-01-13,Nepal,Sri Lanka,1.0,0.0,Friendly,Dhaka,Bangladesh,True,3812,0.05526330877942859,0.15,0.008289496316914289
2016-01-13,Uganda,Cameroon,0.0,0.0,Friendly,Njeru,Uganda,False,3812,0.05526330877942859,0.15,0.008289496316914289
2016-01-15,Bangladesh,Nepal,0.0,0.0,Friendly,Dhaka,Bangladesh,False,3810,0.05534733008103917,0.15,0.008302099512155875
2016-01-16,United Arab Emirates,Iceland,2.0,1.0,Friendly,Dubai,United Arab Emirates,False,3809,0.055389388623868746,0.15,0.008308408293580311
2016-01-19,Maldives,Nepal,1.0,4.0,Friendly,Dhaka,Bangladesh,True,3806,0.055515756111729535,0.15,0.00832736341675943
2016-01-27,Egypt,Jordan,0.0,1.0,Friendly,Aswan,Egypt,False,3798,0.05585414733149791,0.15,0.008378122099724687
2016-01-29,Egypt,Libya,2.0,0.0,Friendly,Aswan,Egypt,False,3796,0.05593906693299829,0.15,0.008390860039949743
2016-01-31,United States,Iceland,3.0,2.0,Friendly,Carson,United States,False,3794,0.05602411564467336,0.15,0.008403617346701003
2016-02-05,Bahrain,Lebanon,2.0,0.0,Friendly,Riffa,Bahrain,False,3789,0.05623730356980694,0.15,0.008435595535471041
2016-02-06,Guadeloupe,Martinique,1.0,1.0,Friendly,Vieux-Habitants,Guadeloupe,False,3788,0.05628003840520636,0.15,0.008442005760780953
2016-02-14,Uzbekistan,Lebanon,2.0,0.0,Friendly,Dubai,United Arab Emirates,True,3780,0.05662308823787402,0.15,0.008493463235681103
2016-02-21,Guyana,Suriname,2.0,0.0,Friendly,Providence,Guyana,False,3773,0.056924971703717485,0.15,0.008538745755557622
2016-02-25,French Guiana,Suriname,2.0,3.0,Friendly,Cayenne,French Guiana,False,3769,0.057098198614883425,0.15,0.008564729792232514
2016-02-27,Egypt,Burkina Faso,2.0,0.0,Friendly,Alexandria,Egypt,False,3767,0.05718500964869955,0.15,0.008577751447304932
2016-03-13,Sint Maarten,Anguilla,2.0,0.0,Friendly,Philipsburg,Sint Maarten,False,3752,0.057840313339727514,0.15,0.008676047000959126
2016-03-13,Tamil Eelam,Romani people,4.0,1.0,ConIFA Challenger Cup,Remscheid,Germany,True,3752,0.057840313339727514,0.35,0.02024410966890463
2016-03-18,Iraq,Syria,0.0,1.0,Friendly,Tehran,Iran,True,3747,0.05806041242113345,0.15,0.008709061863170017
2016-03-18,United Arab Emirates,Bangladesh,6.0,1.0,Friendly,Abu Dhabi,United Arab Emirates,False,3747,0.05806041242113345,0.15,0.008709061863170017
2016-03-22,Cuba,Bermuda,2.0,1.0,CFU Caribbean Cup qualification,Havana,Cuba,False,3743,0.05823709456262102,0.65,0.037854111465703666
2016-03-23,Antigua and Barbuda,Aruba,2.0,1.0,CFU Caribbean Cup qualification,St. John's,Antigua and Barbuda,False,3742,0.05828134904305116,0.65,0.03788287687798326
2016-03-23,Barbados,Curaçao,1.0,0.0,CFU Caribbean Cup qualification,Bridgetown,Barbados,False,3742,0.05828134904305116,0.65,0.03788287687798326
2016-03-23,Croatia,Israel,2.0,0.0,Friendly,Osijek,Croatia,False,3742,0.05828134904305116,0.15,0.008742202356457673
2016-03-23,Gibraltar,Liechtenstein,0.0,0.0,Friendly,Gibraltar,Gibraltar,False,3742,0.05828134904305116,0.15,0.008742202356457673
2016-03-23,Guadeloupe,Suriname,0.0,0.0,CFU Caribbean Cup qualification,Les Abymes,Guadeloupe,False,3742,0.05828134904305116,0.65,0.03788287687798326
2016-03-23,Guinea-Bissau,Kenya,1.0,0.0,African Cup of Nations qualification,Bissau,Guinea-Bissau,False,3742,0.05828134904305116,0.65,0.03788287687798326
2016-03-23,Martinique,British Virgin Islands,3.0,0.0,CFU Caribbean Cup qualification,Fort-de-France,Martinique,False,3742,0.05828134904305116,0.65,0.03788287687798326
2016-03-23,Poland,Serbia,1.0,0.0,Friendly,Poznań,Poland,False,3742,0.05828134904305116,0.15,0.008742202356457673
2016-03-23,Romania,Lithuania,1.0,0.0,Friendly,Giurgiu,Romania,False,3742,0.05828134904305116,0.15,0.008742202356457673
2016-03-23,Sao Tome and Principe,Libya,2.0,1.0,African Cup of Nations qualification,São Tomé,São Tomé and Príncipe,False,3742,0.05828134904305116,0.65,0.03788287687798326
2016-03-23,Slovenia,North Macedonia,1.0,0.0,Friendly,Koper,Slovenia,False,3742,0.05828134904305116,0.15,0.008742202356457673
2016-03-23,South Sudan,Benin,1.0,2.0,African Cup of Nations qualification,Juba,South Sudan,False,3742,0.05828134904305116,0.65,0.03788287687798326
2016-03-23,Zambia,Republic of Congo,1.0,1.0,African Cup of Nations qualification,Ndola,Zambia,False,3742,0.05828134904305116,0.65,0.03788287687798326
2016-03-24,Australia,Tajikistan,7.0,0.0,FIFA World Cup qualification,Adelaide,Australia,False,3741,0.05832563715254631,0.65,0.0379116641491551
2016-03-24,Bahrain,Yemen,3.0,0.0,FIFA World Cup qualification,Riffa,Bahrain,False,3741,0.05832563715254631,0.65,0.0379116641491551
2016-03-24,Bolivia,Colombia,2.0,3.0,FIFA World Cup qualification,La Paz,Bolivia,False,3741,0.05832563715254631,0.65,0.0379116641491551
2016-03-24,Chile,Argentina,1.0,2.0,FIFA World Cup qualification,Santiago,Chile,False,3741,0.05832563715254631,0.65,0.0379116641491551
2016-03-24,China,Maldives,4.0,0.0,FIFA World Cup qualification,Wuhan,China,False,3741,0.05832563715254631,0.65,0.0379116641491551
2016-03-24,Comoros,Botswana,1.0,0.0,African Cup of Nations qualification,Mitsamiouli,Comoros,False,3741,0.05832563715254631,0.65,0.0379116641491551
2016-03-24,Czech Republic,Scotland,0.0,1.0,Friendly,Prague,Czech Republic,False,3741,0.05832563715254631,0.15,0.008748845572881947
2016-03-24,Denmark,Iceland,2.0,1.0,Friendly,Herning,Denmark,False,3741,0.05832563715254631,0.15,0.008748845572881947
2016-03-24,Djibouti,Liberia,0.0,1.0,African Cup of Nations qualification,Djibouti,Djibouti,False,3741,0.05832563715254631,0.65,0.0379116641491551
2016-03-24,Ecuador,Paraguay,2.0,2.0,FIFA World Cup qualification,Quito,Ecuador,False,3741,0.05832563715254631,0.65,0.0379116641491551
2016-03-24,Estonia,Norway,0.0,0.0,Friendly,Tallinn,Estonia,False,3741,0.05832563715254631,0.15,0.008748845572881947
2016-03-24,Ghana,Mozambique,3.0,1.0,African Cup of Nations qualification,Accra,Ghana,False,3741,0.05832563715254631,0.65,0.0379116641491551
2016-03-24,Greece,Montenegro,2.0,1.0,Friendly,Piraeus,Greece,False,3741,0.05832563715254631,0.15,0.008748845572881947
2016-03-24,Iran,India,4.0,0.0,FIFA World Cup qualification,Tehran,Iran,False,3741,0.05832563715254631,0.65,0.0379116641491551
2016-03-24,Iraq,Thailand,2.0,2.0,FIFA World Cup qualification,Tehran,Iran,True,3741,0.05832563715254631,0.65,0.0379116641491551
2016-03-24,Italy,Spain,1.0,1.0,Friendly,Udine,Italy,False,3741,0.05832563715254631,0.15,0.008748845572881947
2016-03-24,Japan,Afghanistan,5.0,0.0,FIFA World Cup qualification,Saitama,Japan,False,3741,0.05832563715254631,0.65,0.0379116641491551
2016-03-24,Jordan,Bangladesh,8.0,0.0,FIFA World Cup qualification,Amman,Jordan,False,3741,0.05832563715254631,0.65,0.0379116641491551
2016-03-24,South Korea,Lebanon,1.0,0.0,FIFA World Cup qualification,Ansan,South Korea,False,3741,0.05832563715254631,0.65,0.0379116641491551
2016-03-24,Madagascar,Central African Republic,1.0,1.0,African Cup of Nations qualification,Antananarivo,Madagascar,False,3741,0.05832563715254631,0.65,0.0379116641491551
2016-03-24,Malta,Moldova,0.0,0.0,Friendly,Attard,Malta,False,3741,0.05832563715254631,0.15,0.008748845572881947
2016-03-24,Oman,Guam,1.0,0.0,FIFA World Cup qualification,Muscat,Oman,False,3741,0.05832563715254631,0.65,0.0379116641491551
2016-03-24,Peru,Venezuela,2.0,2.0,FIFA World Cup qualification,Lima,Peru,False,3741,0.05832563715254631,0.65,0.0379116641491551
2016-03-24,Qatar,Hong Kong,2.0,0.0,FIFA World Cup qualification,Doha,Qatar,False,3741,0.05832563715254631,0.65,0.0379116641491551
2016-03-24,Saudi Arabia,Malaysia,2.0,0.0,FIFA World Cup qualification,Jeddah,Saudi Arabia,False,3741,0.05832563715254631,0.65,0.0379116641491551
2016-03-24,Singapore,Myanmar,2.0,1.0,Friendly,Kallang,Singapore,False,3741,0.05832563715254631,0.15,0.008748845572881947
2016-03-24,Solomon Islands,Papua New Guinea,2.0,0.0,Friendly,Honiara,Solomon Islands,False,3741,0.05832563715254631,0.15,0.008748845572881947
2016-03-24,Syria,Cambodia,6.0,0.0,FIFA World Cup qualification,Seeb,Oman,True,3741,0.05832563715254631,0.65,0.0379116641491551
2016-03-24,Turkey,Sweden,2.0,1.0,Friendly,Antalya,Turkey,False,3741,0.05832563715254631,0.15,0.008748845572881947
2016-03-24,Ukraine,Cyprus,1.0,0.0,Friendly,Odessa,Ukraine,False,3741,0.05832563715254631,0.15,0.008748845572881947
2016-03-24,United Arab Emirates,Palestine,2.0,0.0,FIFA World Cup qualification,Abu Dhabi,United Arab Emirates,False,3741,0.05832563715254631,0.65,0.0379116641491551
2016-03-24,Uzbekistan,Philippines,1.0,0.0,FIFA World Cup qualification,Tashkent,Uzbekistan,False,3741,0.05832563715254631,0.65,0.0379116641491551
2016-03-24,Vietnam,Taiwan,4.0,1.0,FIFA World Cup qualification,Hanoi,Vietnam,False,3741,0.05832563715254631,0.65,0.0379116641491551
2016-03-24,Wales,Northern Ireland,1.0,1.0,Friendly,Cardiff,Wales,False,3741,0.05832563715254631,0.15,0.008748845572881947
2016-03-25,Algeria,Ethiopia,7.0,1.0,African Cup of Nations qualification,Blida,Algeria,False,3740,0.058369958916661205,0.65,0.03794047329582979
2016-03-25,Armenia,Belarus,0.0,0.0,Friendly,Yerevan,Armenia,False,3740,0.058369958916661205,0.15,0.00875549383749918
2016-03-25,Brazil,Uruguay,2.0,2.0,FIFA World Cup qualification,Recife,Brazil,False,3740,0.058369958916661205,0.65,0.03794047329582979
2016-03-25,Canada,Mexico,0.0,3.0,FIFA World Cup qualification,Vancouver,Canada,False,3740,0.058369958916661205,0.65,0.03794047329582979
2016-03-25,El Salvador,Honduras,2.0,2.0,FIFA World Cup qualification,San Salvador,El Salvador,False,3740,0.058369958916661205,0.65,0.03794047329582979
2016-03-25,Gabon,Sierra Leone,2.0,1.0,Friendly,Franceville,Gabon,False,3740,0.058369958916661205,0.15,0.00875549383749918
2016-03-25,Guatemala,United States,2.0,0.0,FIFA World Cup qualification,Guatemala City,Guatemala,False,3740,0.058369958916661205,0.65,0.03794047329582979
2016-03-25,Guinea,Malawi,0.0,0.0,African Cup of Nations qualification,Conakry,Guinea,False,3740,0.058369958916661205,0.65,0.03794047329582979
2016-03-25,Haiti,Panama,0.0,0.0,FIFA World Cup qualification,Port-au-Prince,Haiti,False,3740,0.058369958916661205,0.65,0.03794047329582979
2016-03-25,Republic of Ireland,Switzerland,1.0,0.0,Friendly,Dublin,Republic of Ireland,False,3740,0.058369958916661205,0.15,0.00875549383749918
2016-03-25,Côte d'Ivoire,Sudan,1.0,0.0,African Cup of Nations qualification,Abidjan,Ivory Coast,False,3740,0.058369958916661205,0.65,0.03794047329582979
2016-03-25,Jamaica,Costa Rica,1.0,1.0,FIFA World Cup qualification,Kingston,Jamaica,False,3740,0.058369958916661205,0.65,0.03794047329582979
2016-03-25,Luxembourg,Bosnia and Herzegovina,0.0,3.0,Friendly,Luxembourg,Luxembourg,False,3740,0.058369958916661205,0.15,0.00875549383749918
2016-03-25,Mali,Equatorial Guinea,1.0,0.0,African Cup of Nations qualification,Bamako,Mali,False,3740,0.058369958916661205,0.65,0.03794047329582979
2016-03-25,Mauritania,Gambia,2.0,1.0,African Cup of Nations qualification,Nouakchott,Mauritania,False,3740,0.058369958916661205,0.65,0.03794047329582979
2016-03-25,Netherlands,France,2.0,3.0,Friendly,Amsterdam,Netherlands,False,3740,0.058369958916661205,0.15,0.00875549383749918
2016-03-25,Nigeria,Egypt,1.0,1.0,African Cup of Nations qualification,Kaduna,Nigeria,False,3740,0.058369958916661205,0.65,0.03794047329582979
2016-03-25,Portugal,Bulgaria,0.0,1.0,Friendly,Leiria,Portugal,False,3740,0.058369958916661205,0.15,0.00875549383749918
2016-03-25,Slovakia,Latvia,0.0,0.0,Friendly,Trnava,Slovakia,False,3740,0.058369958916661205,0.15,0.00875549383749918
2016-03-25,Eswatini,Zimbabwe,1.0,1.0,African Cup of Nations qualification,Lobamba,Swaziland,False,3740,0.058369958916661205,0.65,0.03794047329582979
2016-03-25,Tunisia,Togo,1.0,0.0,African Cup of Nations qualification,Monastir,Tunisia,False,3740,0.058369958916661205,0.65,0.03794047329582979
2016-03-25,Saint Vincent and the Grenadines,Trinidad and Tobago,2.0,3.0,FIFA World Cup qualification,Kingstown,Saint Vincent and the Grenadines,False,3740,0.058369958916661205,0.65,0.03794047329582979
2016-03-26,Anguilla,Puerto Rico,0.0,4.0,CFU Caribbean Cup qualification,The Valley,Anguilla,False,3739,0.05841431436097013,0.65,0.03796930433463059
2016-03-26,Aruba,Saint Kitts and Nevis,0.0,2.0,CFU Caribbean Cup qualification,Oranjestad,Aruba,False,3739,0.05841431436097013,0.65,0.03796930433463059
2016-03-26,Austria,Albania,2.0,1.0,Friendly,Vienna,Austria,False,3739,0.05841431436097013,0.15,0.008762147154145519
2016-03-26,Azerbaijan,Kazakhstan,0.0,1.0,Friendly,Belek,Turkey,True,3739,0.05841431436097013,0.15,0.008762147154145519
2016-03-26,Bermuda,French Guiana,2.0,1.0,CFU Caribbean Cup qualification,Hamilton,Bermuda,False,3739,0.05841431436097013,0.65,0.03796930433463059
2016-03-26,British Virgin Islands,Dominica,0.0,7.0,CFU Caribbean Cup qualification,Road Town,British Virgin Islands,False,3739,0.05841431436097013,0.65,0.03796930433463059
2016-03-26,Burkina Faso,Uganda,1.0,0.0,African Cup of Nations qualification,Ouagadougou,Burkina Faso,False,3739,0.05841431436097013,0.65,0.03796930433463059
2016-03-26,Burundi,Namibia,1.0,3.0,African Cup of Nations qualification,Bujumbura,Burundi,False,3739,0.05841431436097013,0.65,0.03796930433463059
2016-03-26,Cameroon,South Africa,2.0,2.0,African Cup of Nations qualification,Limbé,Cameroon,False,3739,0.05841431436097013,0.65,0.03796930433463059
2016-03-26,Cabo Verde,Morocco,0.0,1.0,African Cup of Nations qualification,Praia,Cape Verde,False,3739,0.05841431436097013,0.65,0.03796930433463059
2016-03-26,DR Congo,Angola,2.0,1.0,African Cup of Nations qualification,Kinshasa,DR Congo,False,3739,0.05841431436097013,0.65,0.03796930433463059
2016-03-26,Zimbabwe,Eswatini,4.0,0.0,African Cup of Nations qualification,Harare,Zimbabwe,False,3739,0.05841431436097013,0.65,0.03796930433463059
2016-03-26,Curaçao,Dominican Republic,2.0,1.0,CFU Caribbean Cup qualification,Willemstad,Curaçao,False,3739,0.05841431436097013,0.65,0.03796930433463059
2016-03-26,Germany,England,2.0,3.0,Friendly,Berlin,Germany,False,3739,0.05841431436097013,0.15,0.008762147154145519
2016-03-26,Hungary,Croatia,1.0,1.0,Friendly,Budapest,Hungary,False,3739,0.05841431436097013,0.15,0.008762147154145519
2016-03-26,Mauritius,Rwanda,1.0,0.0,African Cup of Nations qualification,Mapou,Mauritius,False,3739,0.05841431436097013,0.65,0.03796930433463059
2016-03-26,Poland,Finland,5.0,0.0,Friendly,Wrocław,Poland,False,3739,0.05841431436097013,0.15,0.008762147154145519
2016-03-26,Russia,Lithuania,3.0,0.0,Friendly,Moscow,Russia,False,3739,0.05841431436097013,0.15,0.008762147154145519
2016-03-26,Senegal,Niger,2.0,0.0,African Cup of Nations qualification,Dakar,Senegal,False,3739,0.05841431436097013,0.65,0.03796930433463059
2016-03-26,Seychelles,Lesotho,2.0,0.0,African Cup of Nations qualification,Victoria,Seychelles,False,3739,0.05841431436097013,0.65,0.03796930433463059
2016-03-26,Sint Maarten,United States Virgin Islands,1.0,2.0,CFU Caribbean Cup qualification,Philipsburg,Sint Maarten,False,3739,0.05841431436097013,0.65,0.03796930433463059
2016-03-27,Benin,South Sudan,4.0,1.0,African Cup of Nations qualification,Cotonou,Benin,False,3738,0.05845870351106666,0.65,0.03799815728219333
2016-03-27,Botswana,Comoros,2.0,1.0,African Cup of Nations qualification,Francistown,Botswana,False,3738,0.05845870351106666,0.65,0.03799815728219333
2016-03-27,Republic of Congo,Zambia,1.0,1.0,African Cup of Nations qualification,Brazzaville,Congo,False,3738,0.05845870351106666,0.65,0.03799815728219333
2016-03-27,Kenya,Guinea-Bissau,0.0,1.0,African Cup of Nations qualification,Nairobi,Kenya,False,3738,0.05845870351106666,0.65,0.03799815728219333
2016-03-27,Mozambique,Ghana,0.0,0.0,African Cup of Nations qualification,Maputo,Mozambique,False,3738,0.05845870351106666,0.65,0.03799815728219333
2016-03-27,Romania,Spain,0.0,0.0,Friendly,Cluj,Romania,False,3738,0.05845870351106666,0.15,0.00876880552666
2016-03-27,Thailand,South Korea,0.0,1.0,Friendly,Bangkok,Thailand,False,3738,0.05845870351106666,0.15,0.00876880552666
2016-03-28,Andorra,Moldova,0.0,1.0,Friendly,Paola,Malta,True,3737,0.05850312639256396,0.15,0.008775468958884595
2016-03-28,Central African Republic,Madagascar,2.0,1.0,African Cup of Nations qualification,Bangui,Central African Republic,False,3737,0.05850312639256396,0.65,0.038027032155166576
2016-03-28,Equatorial Guinea,Mali,0.0,1.0,African Cup of Nations qualification,Malabo,Equatorial Guinea,False,3737,0.05850312639256396,0.65,0.038027032155166576
2016-03-28,Libya,Sao Tome and Principe,4.0,0.0,African Cup of Nations qualification,Cairo,Egypt,True,3737,0.05850312639256396,0.65,0.038027032155166576
2016-03-28,Liechtenstein,Faroe Islands,2.0,3.0,Friendly,Marbella,Spain,True,3737,0.05850312639256396,0.15,0.008775468958884595
2016-03-28,Northern Ireland,Slovenia,1.0,0.0,Friendly,Belfast,Northern Ireland,False,3737,0.05850312639256396,0.15,0.008775468958884595
2016-03-28,Sierra Leone,Gabon,1.0,0.0,Friendly,Freetown,Sierra Leone,False,3737,0.05850312639256396,0.15,0.008775468958884595
2016-03-28,Ukraine,Wales,1.0,0.0,Friendly,Kyiv,Ukraine,False,3737,0.05850312639256396,0.15,0.008775468958884595
2016-03-29,Afghanistan,Singapore,2.0,1.0,FIFA World Cup qualification,Tehran,Iran,True,3736,0.05854758303109455,0.65,0.03805592897021146
2016-03-29,Angola,DR Congo,0.0,2.0,African Cup of Nations qualification,Luanda,Angola,False,3736,0.05854758303109455,0.65,0.03805592897021146
2016-03-29,Argentina,Bolivia,2.0,0.0,FIFA World Cup qualification,Córdoba,Argentina,False,3736,0.05854758303109455,0.65,0.03805592897021146
2016-03-29,Australia,Jordan,5.0,1.0,FIFA World Cup qualification,Sydney,Australia,False,3736,0.05854758303109455,0.65,0.03805592897021146
2016-03-29,Austria,Turkey,1.0,2.0,Friendly,Vienna,Austria,False,3736,0.05854758303109455,0.15,0.008782137454664182
2016-03-29,China,Qatar,2.0,0.0,FIFA World Cup qualification,Xi'an,China,False,3736,0.05854758303109455,0.65,0.03805592897021146
2016-03-29,Colombia,Ecuador,3.0,1.0,FIFA World Cup qualification,Barranquilla,Colombia,False,3736,0.05854758303109455,0.65,0.03805592897021146
2016-03-29,Costa Rica,Jamaica,3.0,0.0,FIFA World Cup qualification,San José,Costa Rica,False,3736,0.05854758303109455,0.65,0.03805592897021146
2016-03-29,Dominica,Martinique,1.0,4.0,CFU Caribbean Cup qualification,Roseau,Dominica,False,3736,0.05854758303109455,0.65,0.03805592897021146
2016-03-29,Dominican Republic,Barbados,2.0,0.0,CFU Caribbean Cup qualification,Santo Domingo,Dominican Republic,False,3736,0.05854758303109455,0.65,0.03805592897021146
2016-03-29,Egypt,Nigeria,1.0,0.0,African Cup of Nations qualification,Alexandria,Egypt,False,3736,0.05854758303109455,0.65,0.03805592897021146
2016-03-29,England,Netherlands,1.0,2.0,Friendly,London,England,False,3736,0.05854758303109455,0.15,0.008782137454664182
2016-03-29,Estonia,Serbia,0.0,1.0,Friendly,Tallinn,Estonia,False,3736,0.05854758303109455,0.15,0.008782137454664182
2016-03-29,Ethiopia,Algeria,3.0,3.0,African Cup of Nations qualification,Addis Ababa,Ethiopia,False,3736,0.05854758303109455,0.65,0.03805592897021146
2016-03-29,France,Russia,4.0,2.0,Friendly,Saint-Denis,France,False,3736,0.05854758303109455,0.15,0.008782137454664182
2016-03-29,French Guiana,Cuba,3.0,0.0,CFU Caribbean Cup qualification,Cayenne,French Guiana,False,3736,0.05854758303109455,0.65,0.03805592897021146
2016-03-29,Gambia,Mauritania,0.0,0.0,African Cup of Nations qualification,Bakau,Gambia,False,3736,0.05854758303109455,0.65,0.03805592897021146
2016-03-29,Georgia,Kazakhstan,1.0,1.0,Friendly,Tbilisi,Georgia,False,3736,0.05854758303109455,0.15,0.008782137454664182
2016-03-29,Germany,Italy,4.0,1.0,Friendly,Munich,Germany,False,3736,0.05854758303109455,0.15,0.008782137454664182
2016-03-29,Gibraltar,Latvia,0.0,5.0,Friendly,Gibraltar,Gibraltar,False,3736,0.05854758303109455,0.15,0.008782137454664182
2016-03-29,Greece,Iceland,2.0,3.0,Friendly,Piraeus,Greece,False,3736,0.05854758303109455,0.15,0.008782137454664182
2016-03-29,Honduras,El Salvador,2.0,0.0,FIFA World Cup qualification,San Pedro Sula,Honduras,False,3736,0.05854758303109455,0.65,0.03805592897021146
2016-03-29,India,Turkmenistan,1.0,2.0,FIFA World Cup qualification,Kochi,India,False,3736,0.05854758303109455,0.65,0.03805592897021146
2016-03-29,Iran,Oman,2.0,0.0,FIFA World Cup qualification,Tehran,Iran,False,3736,0.05854758303109455,0.65,0.03805592897021146
2016-03-29,Iraq,Vietnam,1.0,0.0,FIFA World Cup qualification,Tehran,Iran,True,3736,0.05854758303109455,0.65,0.03805592897021146
2016-03-29,Republic of Ireland,Slovakia,2.0,2.0,Friendly,Dublin,Republic of Ireland,False,3736,0.05854758303109455,0.15,0.008782137454664182
2016-03-29,Japan,Syria,5.0,0.0,FIFA World Cup qualification,Saitama,Japan,False,3736,0.05854758303109455,0.65,0.03805592897021146
2016-03-29,Lebanon,Myanmar,1.0,1.0,FIFA World Cup qualification,Sidon,Lebanon,False,3736,0.05854758303109455,0.65,0.03805592897021146
2016-03-29,Lesotho,Seychelles,2.0,1.0,African Cup of Nations qualification,Maseru,Lesotho,False,3736,0.05854758303109455,0.65,0.03805592897021146
2016-03-29,Liberia,Djibouti,5.0,0.0,African Cup of Nations qualification,Monrovia,Liberia,False,3736,0.05854758303109455,0.65,0.03805592897021146
2016-03-29,Luxembourg,Albania,0.0,2.0,Friendly,Luxembourg,Luxembourg,False,3736,0.05854758303109455,0.15,0.008782137454664182
2016-03-29,North Macedonia,Bulgaria,0.0,2.0,Friendly,Skopje,North Macedonia,False,3736,0.05854758303109455,0.15,0.008782137454664182
2016-03-29,Malawi,Guinea,1.0,2.0,African Cup of Nations qualification,Blantyre,Malawi,False,3736,0.05854758303109455,0.65,0.03805592897021146
2016-03-29,Malaysia,Macao,0.0,0.0,Friendly,Krubong,Malaysia,False,3736,0.05854758303109455,0.15,0.008782137454664182
2016-03-29,Maldives,Bhutan,4.0,2.0,FIFA World Cup qualification,Malé,Maldives,False,3736,0.05854758303109455,0.65,0.03805592897021146
2016-03-29,Mexico,Canada,2.0,0.0,FIFA World Cup qualification,Mexico City,Mexico,False,3736,0.05854758303109455,0.65,0.03805592897021146
2016-03-29,Montenegro,Belarus,0.0,0.0,Friendly,Podgorica,Montenegro,False,3736,0.05854758303109455,0.15,0.008782137454664182
2016-03-29,Morocco,Cabo Verde,2.0,0.0,African Cup of Nations qualification,Marrakesh,Morocco,False,3736,0.05854758303109455,0.65,0.03805592897021146
2016-03-29,Namibia,Burundi,1.0,3.0,African Cup of Nations qualification,Windhoek,Namibia,False,3736,0.05854758303109455,0.65,0.03805592897021146
2016-03-29,Niger,Senegal,1.0,2.0,African Cup of Nations qualification,Niamey,Niger,False,3736,0.05854758303109455,0.65,0.03805592897021146
2016-03-29,Norway,Finland,2.0,0.0,Friendly,Oslo,Norway,False,3736,0.05854758303109455,0.15,0.008782137454664182
2016-03-29,Palestine,Timor-Leste,7.0,0.0,FIFA World Cup qualification,Hebron,Palestine,False,3736,0.05854758303109455,0.65,0.03805592897021146
2016-03-29,Panama,Haiti,1.0,0.0,FIFA World Cup qualification,Panama City,Panama,False,3736,0.05854758303109455,0.65,0.03805592897021146
2016-03-29,Paraguay,Brazil,2.0,2.0,FIFA World Cup qualification,Asunción,Paraguay,False,3736,0.05854758303109455,0.65,0.03805592897021146
2016-03-29,Philippines,North Korea,3.0,2.0,FIFA World Cup qualification,Manila,Philippines,False,3736,0.05854758303109455,0.65,0.03805592897021146
2016-03-29,Portugal,Belgium,2.0,1.0,Friendly,Leiria,Portugal,False,3736,0.05854758303109455,0.15,0.008782137454664182
2016-03-29,Rwanda,Mauritius,5.0,0.0,African Cup of Nations qualification,Kigali,Rwanda,False,3736,0.05854758303109455,0.65,0.03805592897021146
2016-03-29,Scotland,Denmark,1.0,0.0,Friendly,Glasgow,Scotland,False,3736,0.05854758303109455,0.15,0.008782137454664182
2016-03-29,South Africa,Cameroon,0.0,0.0,African Cup of Nations qualification,Durban,South Africa,False,3736,0.05854758303109455,0.65,0.03805592897021146
2016-03-29,Saint Kitts and Nevis,Antigua and Barbuda,1.0,0.0,CFU Caribbean Cup qualification,Basseterre,Saint Kitts and Nevis,False,3736,0.05854758303109455,0.65,0.03805592897021146
2016-03-29,Sudan,Côte d'Ivoire,1.0,1.0,African Cup of Nations qualification,Omdurman,Sudan,False,3736,0.05854758303109455,0.65,0.03805592897021146
2016-03-29,Suriname,Guadeloupe,3.0,2.0,CFU Caribbean Cup qualification,Paramaribo,Suriname,False,3736,0.05854758303109455,0.65,0.03805592897021146
2016-03-29,Sweden,Czech Republic,1.0,1.0,Friendly,Solna,Sweden,False,3736,0.05854758303109455,0.15,0.008782137454664182
2016-03-29,Switzerland,Bosnia and Herzegovina,0.0,2.0,Friendly,Zürich,Switzerland,False,3736,0.05854758303109455,0.15,0.008782137454664182
